hod_id,hod_name,hod_role,faculty_id,faculty_name,department,reports_to,student_id,student_name,semester,section,feedback_text,risk_label,help_needed,faculty_access_rule,hod_access_rule
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0118,Student 118,6,A,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0119,Student 119,4,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0120,Student 120,4,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0121,Student 121,2,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0122,Student 122,6,C,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0123,Student 123,6,C,I need a bit more practice to feel completely sure.,medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0124,Student 124,2,A,I need a bit more practice to feel completely sure.,medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0125,Student 125,8,A,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0126,Student 126,8,C,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0127,Student 127,8,B,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0128,Student 128,6,B,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0129,Student 129,8,A,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0130,Student 130,2,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0131,Student 131,6,C,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0132,Student 132,4,A,"Managing, but struggling slightly with the assignments.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0133,Student 133,6,B,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0134,Student 134,2,A,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0135,Student 135,6,B,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0136,Student 136,6,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0137,Student 137,8,A,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0138,Student 138,4,C,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0139,Student 139,2,C,"I understand everything well, the teaching is great.",low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0140,Student 140,6,B,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0141,Student 141,4,A,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0142,Student 142,4,A,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0143,Student 143,2,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0144,Student 144,6,A,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0145,Student 145,4,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0146,Student 146,2,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0147,Student 147,6,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0148,Student 148,2,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0149,Student 149,2,C,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0150,Student 150,6,A,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0151,Student 151,8,A,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0152,Student 152,2,C,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0153,Student 153,2,B,"Managing, but struggling slightly with the assignments.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0154,Student 154,6,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0155,Student 155,6,B,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0156,Student 156,6,A,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0157,Student 157,4,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0158,Student 158,6,A,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0159,Student 159,8,A,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0160,Student 160,8,C,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0161,Student 161,4,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0162,Student 162,4,B,"Managing, but struggling slightly with the assignments.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0163,Student 163,2,A,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0164,Student 164,6,A,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0165,Student 165,8,A,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0166,Student 166,8,B,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0167,Student 167,4,C,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0168,Student 168,2,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0169,Student 169,8,A,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0170,Student 170,6,B,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0171,Student 171,8,B,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0172,Student 172,6,A,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0173,Student 173,4,C,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0174,Student 174,6,A,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0175,Student 175,4,C,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0176,Student 176,4,A,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0177,Student 177,4,B,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0178,Student 178,2,C,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0179,Student 179,4,A,I need a bit more practice to feel completely sure.,medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0180,Student 180,6,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0181,Student 181,6,A,"Managing, but struggling slightly with the assignments.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0182,Student 182,6,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0183,Student 183,2,A,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0184,Student 184,4,B,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0185,Student 185,8,B,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0186,Student 186,2,C,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0187,Student 187,2,B,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0188,Student 188,8,C,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0189,Student 189,6,A,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0190,Student 190,2,B,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0191,Student 191,6,C,"I understand everything well, the teaching is great.",low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0192,Student 192,4,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0193,Student 193,4,C,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0194,Student 194,4,A,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0195,Student 195,2,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0196,Student 196,8,C,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0197,Student 197,8,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0198,Student 198,4,B,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0199,Student 199,4,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0200,Student 200,4,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0201,Student 201,6,B,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0202,Student 202,4,C,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0203,Student 203,2,A,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0204,Student 204,4,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0205,Student 205,2,B,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0206,Student 206,4,B,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0207,Student 207,4,C,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0208,Student 208,8,B,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0209,Student 209,6,A,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0210,Student 210,2,B,"I understand everything well, the teaching is great.",low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0211,Student 211,4,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0212,Student 212,4,C,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0213,Student 213,6,C,The concepts are perfectly clear and I feel very confident. Excellent course.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0214,Student 214,6,C,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0215,Student 215,4,B,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0216,Student 216,8,A,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0217,Student 217,8,C,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0218,Student 218,2,C,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0219,Student 219,4,C,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0220,Student 220,8,B,I am doing great and have no issues.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0221,Student 221,2,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0222,Student 222,4,B,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0223,Student 223,8,C,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0224,Student 224,2,B,Very easy to follow and helpful resources provided.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0225,Student 225,6,C,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0226,Student 226,4,C,"I understand everything well, the teaching is great.",low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0227,Student 227,6,B,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0228,Student 228,4,A,I am extremely stressed and panicking. I need urgent help.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0229,Student 229,2,A,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0230,Student 230,2,A,"It is okay, but I'm slightly confused about some topics.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0231,Student 231,8,B,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0232,Student 232,6,A,"It's getting harder, I need to spend more time on it.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0233,Student 233,4,C,I'm depressed about my grades and feel like giving up.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0234,Student 234,8,A,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0235,Student 235,2,A,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0236,Student 236,4,B,"Some parts are tricky, I might need to ask a few questions.",medium,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0237,Student 237,8,B,"Everything is very hard, I cannot understand anything.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F001,Prof. Ada Lovelace,CSE,hod,STU_0238,Student 238,2,A,I am totally lost and failing. This is impossible.,high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F003,Prof. John von Neumann,CSE,hod,STU_0239,Student 239,6,A,"Very bad situation, I cannot cope with the workload.",high,yes,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
hod,Dr. Alan Turing,root_hod,F002,Prof. Grace Hopper,CSE,hod,STU_0240,Student 240,6,C,I feel fully prepared for the exams.,low,no,faculty_can_view_only_assigned_students,hod_can_view_all_students_and_faculty
